"Section";"Article";"Contenu"
"section VI du Règlement sur";"Art. 2.20.10";".
Le nom de la personne qui installe le cadenas à cléage unique doit clairement être indiqué sur celui-ci.
Toutefois, le maître d’oeuvre peut mettre à la disposition des personnes ayant accès à la zone dangereuse
d’une machine des cadenas à cléage unique sans indication nominale s’il en tient un registre.
Ce registre contient au minimum les renseignements suivants:
1° l’identification de chaque cadenas à cléage unique;
2° le nom et le numéro de téléphone de chaque personne à qui un cadenas est remis;
3° le cas échéant, le nom et le numéro de téléphone de l’employeur de chaque travailleur à qui a été remis
un cadenas;
4° la date et l’heure à laquelle est remis le cadenas;
5° la date et l’heure à laquelle le cadenas est retourné.
D. 1186-2015, a. 1."
"section VI du Règlement sur";"Art. 2.20.12";".  En cas d’oubli d’un cadenas ou de la perte d’une clé, le maître d’oeuvre peut, avec l’accord de la
personne qui a exécuté le cadenassage, autoriser la coupe du cadenas après s’être assuré que cela ne comporte
aucun danger pour la santé, la sécurité et l’intégrité physique de cette personne.
À défaut d’obtenir l’accord de la personne qui a exécuté le cadenassage, le maître d’oeuvre doit, avant
d’autoriser la coupe du cadenas, inspecter la zone dangereuse de la machine accompagné d’un représentant de
l’association accréditée dont la personne est membre s’il est disponible sur les lieux du travail ou, à défaut,
d’un travailleur présent sur les lieux de travail désigné par le maître d’oeuvre.
Chaque coupe de cadenas doit être consignée dans un écrit conservé par le maître d’oeuvre au moins un an
suivant le jour où la méthode de contrôle des énergies applicable est modifiée.
D. 1186-2015, a. 1."
"section VI du Règlement sur";"Art. 2.20.13";".  Lorsque des travaux sur une machine, notamment pour son réglage, sa maintenance ou son
inspection, nécessitent de déplacer ou de retirer un protecteur ou de neutraliser un dispositif de protection et
que la machine ou une partie de celle-ci doit pouvoir être mise en marche à cette fin, la sécurité des
travailleurs doit être assurée en utilisant un mode de commande spécifique qui:
1° rend inopérant tout autre mode de commande;
2° n’autorise le fonctionnement des éléments présentant un risque pour la santé et la sécurité des
travailleurs que par l’actionnement continu d’un dispositif de validation, d’un dispositif de commande
bimanuelle ou d’un dispositif de commande nécessitant un actionnement maintenu;
3° n’autorise le fonctionnement des éléments présentant un risque pour la santé et la sécurité des
travailleurs que dans des conditions de risque réduit, notamment à vitesse, puissance ou effort réduit ou au
fonctionnement pas à pas, tel qu’au moyen d’un dispositif de commande de marche par à-coups;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"section VI du Règlement sur";"Art. 2.1";", r. 4 / 45 sur 222"
"section VI du Règlement sur";"Art. 2.20.14";".  La présente sous-section s’applique, compte tenu des adaptations nécessaires, à tout travail sur
une installation électrique.
D. 1186-2015, a. 1."
"section VI du Règlement sur";"Art. 2.21";". —  Bruit
7
8
1
-
2
0
2
1D. 781-2021, a. 2 1."
"section VI du Règlement sur";"Art. 2.21.1";".  La présente sous-section établit les valeurs limites d’exposition au bruit, les moyens pour évaluer
le niveau d’exposition quotidienne au bruit et celui de la pression acoustique de crête, ainsi que les normes
applicables.
Les dispositions de la présente sous-section ont pour objet d’éliminer ou de réduire le bruit à la source ou,
à tout le moins, de réduire l’exposition des travailleurs au bruit.
Elles prévoient également les moyens raisonnables qui doivent être mis en œuvre pour éliminer ou réduire
le bruit à la source, pour respecter les valeurs limites d’exposition au bruit et pour réduire l’exposition des
travailleurs au bruit. Elles précisent les situations de travail pour lesquelles le port des protecteurs auditifs est
nécessaire.
Aux fins de la présente sous-section, on entend par «situation de travail » un métier ou une fonction
représentative d’un travailleur ou d’un groupe de travailleurs qui comprend l’ensemble de ses tâches ou de ses
activités en tenant compte de son lieu de travail.
7
8
1
-
2
0
2
1D. 781-2021, a. 2 1."
"section VI du Règlement sur";"Art. 2.21.2";".  Les valeurs limites d’exposition au bruit sont les suivantes:
1° pour le niveau d’exposition quotidienne au bruit: 85 dBA, tel que défini par l’une des formules
suivantes:
a) dans le cas de la norme Acoustique – Détermination de l’exposition au bruit en milieu de travail –
Méthode d’expertise, ISO 9612:2009:
LEX,8h = LP ,A,eqTe  + 10 lg [Te/T0] dB,
où
Te = durée totale de la journée de travail en heures;
T0 = durée de référence, soit 8 h;
b) dans le cas de la norme Mesure de l’exposition au bruit, CSA Z"
"section VI du Règlement sur";"Art. 107.56";"-13, 2014,:
Lex,8h = Leq,t + 10 log (Tw/8),
où Tw = durée totale de la journée de travail en heures;
2° pour le niveau de pression acoustique de crête (Lp,Cpeak ): 140 dBC, établi selon la formule suivante,
prévue dans la norme Acoustique – Détermination de l’exposition au bruit en milieu de travail – Méthode
d’expertise, ISO 9612:2009:SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"section VI du Règlement sur";"Art. 2.1";", r. 4 / 46 sur 222"
"section VI du Règlement sur";"Art. 2.21.3";".  Lors de l’achat ou du remplacement d’un outil, d’un véhicule, d’un engin, d’une machine ou d’un
autre équipement, l’employeur doit prendre les moyens raisonnables en vue de faire l’acquisition de ceux qui
sont les moins bruyants.
Les moyens raisonnables visés au premier alinéa ne doivent pas compromettre un autre élément de santé
ou de sécurité des travailleurs.
7
8
1
-
2
0
2
1D. 781-2021, a. 2 1."
"section VI du Règlement sur";"Art. 2.21.4";".  Lors de la planification et de la réalisation des travaux, l’employeur doit identifier les situations de
travail à risque de dépasser les valeurs limites d’exposition au bruit ainsi que mettre en œuvre les moyens
raisonnables pour éliminer ou réduire le bruit, notamment en considérant l’un ou plusieurs des moyens
suivants:
1° éliminer ou réduire le bruit à la source;
2° limiter la propagation du bruit, notamment par l’encoffrement d’une machine ou d’un équipement;
3° agir sur l’exposition du travailleur, entre autres, par l’isolation d’un poste de travail;
4° entretenir et maintenir une machine ou un équipement en bon état de fonctionnement.
Lorsqu’il n’est pas possible de respecter les valeurs limites d’exposition, l’employeur doit mettre en œuvre
tous les moyens raisonnables qu’il a identifiés, même si ceux-ci ne permettent pas de réduire le bruit
suffisamment pour respecter les valeurs limites d’exposition.
7
8
1
-
2
0
2
1D. 781-2021, a. 2 1."
"section VI du Règlement sur";"Art. 2.21.5";".  L’employeur doit réduire le temps d’exposition quotidienne au bruit des travailleurs,
conformément à l’article"
"section VI du Règlement sur";"Art. 2.21.6";", ou leur fournir des protecteurs auditifs, conformément aux règles établies à
l’article"
"section VI du Règlement sur";"Art. 2.21.10";"dans les situations suivantes:
1° durant la période nécessaire à la mise en œuvre d’un moyen raisonnable;
2° durant la période nécessaire à la réparation ou à l’entretien d’une machine ou d’un équipement;
3° lorsqu’il n’est pas possible de respecter les valeurs limites d’exposition;
4° dans celles visées à l’article"
"section VI du Règlement sur";"Art. 2.21.7";".
7
8
1
-
2
0
2
1D. 781-2021, a. 2 1."
"section VI du Règlement sur";"Art. 2.21.6";".  Aux fins de déterminer la réduction du temps d’exposition quotidienne au bruit des travailleurs,
l’employeur doit:
1° dans le cas où un travailleur est confronté à une seule situation de travail composée d’une seule tâche
ou activité à risque de dépassement des valeurs limites d’exposition au cours de sa journée de travail,
s’assurer qu’il ne soit pas exposé au niveau de pression acoustique continu équivalent (dBA) prévu dans le
tableau qui suit pendant une période de temps plus longue que celle qui y est indiquée:SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"section VI du Règlement sur";"Art. 2.1";", r. 4 / 47 sur 222"
"section VI du Règlement sur";"Art. 2.21.7";".  Le port des protecteurs auditifs est obligatoire lorsque:
1° le niveau de bruit auquel est exposé un travailleur excède les valeurs limites d’exposition, selon une
évaluation effectuée par un mesurage réalisé conformément à l’article"
"section VI du Règlement sur";"Art. 2.21.8";"ou à l’aide d’un sonomètre
intégrateur de type I ou de type II ou d’un dosimètre de type II;
2° il n’est pas possible de converser à voix normale avec une autre personne, c’est-à-dire, sans hausser le
ton ou crier, à une distance approximative d’un mètre, soit l’équivalent d’une distance d’environ un bras, l’un
de l’autre ou qu’il y a présence de bruits impulsionnels.
L’évaluation du niveau de bruit réalisée à l’aide d’un sonomètre intégrateur ou d’un dosimètre doit être
effectuée par une personne qui possède les connaissances requises et qui agit conformément aux règles deSANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"section VI du Règlement sur";"Art. 2.1";", r. 4 / 48 sur 222"
"section VI du Règlement sur";"Art. 2.21.8";".  Le mesurage du niveau d’exposition quotidienne au bruit et celui de la pression acoustique de
crête doivent être effectués en considérant les recommandations contenues dans la norme Acoustique –
Détermination de l’exposition au bruit en milieu de travail – Méthode d’expertise, ISO 9612:2009, ou dans la
norme Mesure de l’exposition au bruit, CSA Z"
"section VI du Règlement sur";"Art. 107.56";"-13, 2014.
De plus, le sonomètre intégrateur ou le dosimètre utilisé pour le mesurage doit correspondre à l’un de ceux
recommandés dans l’une ou l’autre de ces normes.
7
8
1
-
2
0
2
1D. 781-2021, a. 2 1."
"section VI du Règlement sur";"Art. 2.21.9";".  Le mesurage du niveau d’exposition quotidienne au bruit et celui de la pression acoustique de
crête doit être fait par l’une des personnes suivantes:
1° un professionnel ou un technicien ayant une formation en hygiène du travail ou une formation
spécialisée en acoustique;
2° une autre personne qui maîtrise les règles de l’art relatives au mesurage du bruit.
Le présent article n’a pas pour effet d’empêcher l’employeur de désigner une personne pour assister la
personne visée au premier alinéa, dans la mesure où cette dernière conserve l’entière responsabilité du
mesurage prévu à l’article"
"section VI du Règlement sur";"Art. 2.21.8";".
7
8
1
-
2
0
2
1D. 781-2021, a. 2 1."
"section VI du Règlement sur";"Art. 2.21.10";".  L’employeur doit fournir des protecteurs auditifs répondant aux exigences de performance et de
sélection prévues aux articles suivants de la norme Protecteurs auditifs: performances, sélection, entretien et
utilisation, CSA Z"
"section VI du Règlement sur";"Art. 94.2";"-2014:
1° 3 à"
"section VI du Règlement sur";"Art. 8.2.1";";
2°"
"section VI du Règlement sur";"Art. 8.2.4";"à"
"section VI du Règlement sur";"Art. 9.1";";
3°"
"section VI du Règlement sur";"Art. 9.3.4";";
4°"
"section VI du Règlement sur";"Art. 9.4";";
5°"
"section VI du Règlement sur";"Art. 9.5.3";"à"
"section VI du Règlement sur";"Art. 9.6.1";";
6°"
"section VI du Règlement sur";"Art. 9.6.3";"à"
"section VI du Règlement sur";"Art. 9.7.1";";
7°"
"section VI du Règlement sur";"Art. 9.8.3";";
8°"
"section VI du Règlement sur";"Art. 9.9";"à"
"section VI du Règlement sur";"Art. 10.3.5";";
9°"
"section VI du Règlement sur";"Art. 11.2.3";"à"
"section VI du Règlement sur";"Art. 11.2.5";";
10° 12 à"
"section VI du Règlement sur";"Art. 12.2.6.3";";
11° les tableaux 1 à 6;
12° les annexes A, B et D.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"section VI du Règlement sur";"Art. 2.1";", r. 4 / 49 sur 222"
"section VI du Règlement sur";"Art. 9.6.4.3";"de cette norme, le résultat d’un mesurage effectué
conformément à l’article"
